Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LandSlope,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,FstFlrSF,SecndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ThreeSsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_Names,Neighborhood_NoRidge,Neighborhood_NPkVill,Neighborhood_NridgHt,Neighborhood_NWAmes,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker
736,75,7,60.0,10800,1,0,0,0,0,2,2,0,5,7,7,1914,1970,1,1,15,15,2,2,0,5,2,4,6,390,6,0,490,880,2,3,0,0,880,888,0,1768,0,0,1,1,2,1,2,6,0,2,6,1914.0,3,2,320,5,5,2,0,341,0,0,0,0,0,10,2006,-1,0,163000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
738,60,5,72.0,10463,1,1,2,0,0,2,2,0,3,8,5,2005,2005,1,1,14,14,1,2,2,5,2,4,6,0,6,0,893,893,1,0,1,0,901,900,0,1801,0,0,2,1,3,1,1,8,0,1,6,2005.0,3,3,800,5,5,0,0,116,0,0,0,0,0,6,2006,-1,0,239900,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739,90,5,60.0,10800,1,0,0,0,0,2,2,-1,0,5,5,1987,1988,1,1,10,10,2,2,1,5,1,4,6,1200,6,0,0,1200,1,2,1,0,1200,0,0,1200,3,0,3,0,3,1,2,5,0,0,6,2004.5,3,0,0,5,5,0,120,0,0,0,0,0,0,3,2009,-1,3,179000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,60,5,65.0,9313,1,1,0,0,0,2,2,0,3,7,5,2004,2004,1,1,14,14,1,2,2,5,2,4,6,0,6,0,864,864,1,0,1,0,864,864,0,1728,0,0,2,1,3,1,1,7,0,0,6,2004.0,3,2,572,5,5,0,187,56,0,0,0,0,0,4,2009,-1,0,190000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,70,7,60.0,9600,1,0,0,0,0,2,2,0,3,5,7,1910,2002,1,1,15,-1,2,1,0,5,3,4,6,0,6,0,264,264,1,0,1,0,768,664,0,1432,0,0,2,0,2,1,2,7,0,0,6,1910.0,3,2,360,5,5,0,270,0,112,0,0,0,0,5,2007,-1,1,132000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
743,20,5,65.0,8450,1,0,0,0,0,2,2,0,0,7,5,2000,2001,1,1,14,14,2,2,2,5,2,4,6,0,6,0,1349,1349,1,0,1,0,1349,0,0,1349,0,0,2,0,3,1,2,6,0,0,6,2000.0,3,2,539,5,5,0,120,55,0,0,0,0,0,12,2007,-1,0,179000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
744,80,5,70.0,12886,1,1,0,0,0,2,2,0,7,5,6,1963,1999,1,1,6,6,2,2,1,5,2,4,6,444,6,0,76,520,1,0,1,0,1464,0,0,1464,0,1,2,0,3,1,2,6,2,1,6,1997.0,3,2,480,5,5,0,302,0,0,0,100,0,0,10,2009,-1,0,175000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
745,120,5,41.0,5395,1,1,2,0,0,2,2,3,0,8,5,1993,1993,1,1,6,6,1,2,2,5,2,4,6,733,6,0,604,1337,1,1,1,0,1337,0,0,1337,1,0,2,0,2,1,1,5,0,1,6,1993.0,3,2,462,5,5,0,96,0,70,168,0,0,0,10,2008,-1,0,180000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
746,60,5,70.39390756302521,8963,1,1,0,0,0,2,2,0,3,8,9,1976,1996,3,1,14,14,0,1,1,5,1,4,6,575,6,80,487,1142,1,0,1,0,1175,1540,0,2715,0,1,3,1,4,1,1,11,0,2,6,1994.0,3,2,831,5,5,0,0,204,0,0,0,0,0,7,2008,-1,0,299800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
748,70,7,65.0,11700,1,1,0,0,0,2,2,0,3,7,7,1880,2003,4,1,13,13,1,2,4,5,3,4,6,0,6,0,1240,1240,2,2,0,0,1320,1320,0,2640,0,0,1,1,4,1,1,8,0,1,6,1950.0,3,4,864,5,5,2,181,0,386,0,0,0,0,5,2009,-1,0,265979,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
749,20,5,59.0,10593,1,1,0,0,0,2,2,0,0,7,5,1996,1996,3,1,14,14,1,2,2,5,2,4,6,919,6,0,801,1720,1,0,1,0,1720,0,0,1720,1,0,2,0,3,1,1,7,0,1,6,1996.0,3,2,527,5,5,0,240,56,154,0,0,0,0,3,2010,-1,0,260400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
750,50,5,50.0,8405,1,0,0,0,0,2,2,0,1,4,3,1945,1950,1,1,16,-1,2,2,3,5,2,4,6,0,6,0,0,0,5,2,0,2,1088,441,0,1529,0,0,2,0,4,1,2,9,3,0,6,1945.0,3,1,240,5,5,2,92,0,185,0,0,0,0,4,2009,-1,0,98000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751,50,7,55.0,8800,1,0,0,0,0,2,2,0,1,4,7,1910,2004,1,1,15,15,2,2,0,5,3,4,6,0,6,0,576,576,1,1,1,0,792,348,0,1140,0,0,1,0,3,1,2,7,2,0,6,1971.0,3,0,0,5,5,2,0,160,0,0,0,0,0,6,2010,-1,0,96500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
753,20,5,79.0,9236,1,1,0,0,0,2,2,0,0,6,5,1997,1997,1,1,14,14,2,1,2,5,2,4,6,1200,6,0,279,1479,1,0,1,0,1494,0,0,1494,1,0,2,0,3,1,1,6,0,0,6,1997.0,3,2,576,5,5,0,168,27,0,0,0,0,0,7,2006,-1,0,217000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754,60,5,80.0,10240,1,0,0,0,0,2,2,0,3,8,5,2005,2005,1,1,14,14,1,2,2,5,2,4,6,0,6,0,1030,1030,1,1,1,0,1038,1060,0,2098,0,0,2,1,3,1,0,8,0,1,6,2005.0,3,3,878,5,5,0,192,52,0,0,0,0,0,3,2006,-1,0,275500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
755,20,5,61.0,7930,1,0,0,0,0,2,2,0,0,6,8,1969,2005,1,1,10,10,2,2,1,5,2,4,6,439,6,472,115,1026,1,1,1,0,1026,0,0,1026,1,0,1,0,3,1,1,5,0,0,6,1969.0,3,2,440,5,5,0,171,48,0,0,0,0,0,7,2009,-1,0,156000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756,160,2,34.0,3230,1,0,0,0,0,2,2,3,3,6,5,1999,1999,1,1,8,8,2,2,2,5,2,4,6,381,6,0,348,729,1,1,1,0,742,729,0,1471,0,0,2,1,3,1,2,6,0,0,6,1999.0,3,2,440,5,5,0,0,24,0,0,0,0,0,3,2009,-1,0,172500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
758,60,5,70.39390756302521,11616,1,1,0,0,0,2,2,0,3,6,5,1978,1978,3,1,6,6,2,2,1,5,2,4,6,438,6,0,234,672,1,2,1,0,672,714,0,1386,0,0,2,1,3,1,2,6,0,1,6,1978.0,3,2,440,5,5,0,335,0,0,0,0,0,0,4,2010,-1,1,158900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
759,160,2,24.0,2280,1,0,0,0,0,2,2,-1,3,7,5,1999,1999,1,1,8,8,2,2,2,5,2,4,6,549,6,0,195,744,1,1,1,0,757,744,0,1501,0,0,2,1,3,1,2,6,0,0,6,1999.0,3,2,440,5,5,0,0,0,0,0,0,0,0,8,2008,-1,0,179400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
760,60,5,65.0,12257,1,1,0,0,0,2,2,0,3,8,5,1995,1995,1,1,14,14,1,2,2,5,2,4,6,56,6,64,1198,1318,1,0,1,0,1328,1203,0,2531,0,0,2,1,4,1,1,9,0,1,6,1995.0,3,3,752,5,5,0,222,98,0,0,0,0,0,11,2007,-1,0,290000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
761,20,5,70.0,9100,1,0,0,0,0,2,2,0,0,6,6,1959,1959,3,1,15,15,2,2,1,5,2,4,6,612,6,0,252,864,1,0,1,0,864,0,0,864,0,0,1,0,2,1,2,5,0,0,6,2008.0,3,1,300,5,5,0,0,0,0,0,0,0,450,10,2009,-1,0,127500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763,60,2,72.0,8640,1,0,0,0,0,2,2,0,3,7,5,2009,2009,1,1,14,14,2,2,2,5,2,4,6,24,6,0,732,756,1,0,1,0,764,783,0,1547,0,0,2,1,3,1,1,7,0,0,6,2009.0,3,2,614,5,5,0,169,45,0,0,0,0,0,6,2010,5,0,215200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
764,60,5,82.0,9430,1,0,0,0,0,2,2,0,3,8,5,1999,1999,1,1,14,14,1,2,2,5,2,4,6,1163,6,0,89,1252,1,0,1,0,1268,1097,0,2365,1,0,2,1,3,1,1,8,0,1,6,1999.0,3,3,856,5,5,0,0,128,0,0,180,0,0,7,2009,-1,0,337000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
765,120,5,30.0,9549,1,1,0,0,0,2,2,3,0,8,5,1995,1996,3,1,3,3,1,1,2,5,1,4,6,437,6,1057,0,1494,1,0,1,0,1494,0,0,1494,1,0,1,1,2,1,0,6,0,1,6,1995.0,3,2,481,5,5,0,0,30,0,0,216,0,0,4,2006,-1,0,270000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
766,20,5,75.0,14587,1,1,0,0,0,2,2,0,0,9,5,2008,2008,1,1,14,14,1,2,2,5,2,4,6,0,6,0,1498,1498,1,0,1,0,1506,0,0,1506,0,0,2,0,2,1,0,6,0,1,6,2008.0,3,2,592,5,5,0,0,174,0,0,0,0,0,8,2008,3,5,264132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
768,50,5,75.0,12508,1,1,0,0,0,2,2,0,1,6,7,1940,1985,1,1,14,14,2,2,1,5,2,4,6,660,6,0,323,983,1,0,1,0,983,767,0,1750,1,0,2,0,4,1,2,7,3,0,6,1989.0,3,1,423,5,5,0,245,0,156,0,0,0,1300,7,2008,-1,0,160000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
769,20,5,70.0,9100,1,0,0,0,0,2,2,0,0,7,5,2004,2005,3,1,14,14,1,2,2,5,2,4,6,24,6,0,1836,1860,1,0,1,0,1836,0,0,1836,0,0,2,0,3,1,1,8,0,1,6,2004.0,3,2,484,5,5,0,120,33,0,0,0,0,0,10,2006,-1,0,216837,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,60,5,47.0,53504,1,2,2,0,1,2,2,0,3,8,5,2003,2003,3,1,5,-1,0,2,2,5,2,4,6,1416,6,0,234,1650,1,0,1,0,1690,1589,0,3279,1,0,3,1,4,1,0,12,3,1,6,2003.0,3,3,841,5,5,0,503,36,0,0,210,0,0,6,2010,-1,0,538000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
771,85,5,70.39390756302521,7252,1,1,0,0,0,2,2,0,6,5,5,1982,1982,3,1,15,15,2,2,1,5,2,4,6,685,6,0,173,858,1,2,1,0,858,0,0,858,1,0,1,0,2,1,2,5,0,0,6,1983.0,3,2,576,5,5,0,120,0,0,0,0,0,0,4,2009,-1,0,134900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
773,80,5,94.0,7819,1,0,0,0,0,2,2,0,7,6,5,1976,1976,1,1,10,10,2,2,1,5,2,4,6,422,6,127,480,1029,1,2,1,0,1117,0,0,1117,1,0,1,0,3,1,2,6,0,1,6,1976.0,3,2,672,5,5,0,144,0,0,0,0,0,0,3,2010,-1,1,107000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,20,5,70.0,10150,1,0,0,0,0,1,2,0,0,5,5,1958,1958,1,1,15,15,2,2,1,5,2,4,6,456,6,0,456,912,1,0,1,1,912,0,0,912,0,0,1,0,2,1,2,5,0,0,6,1958.0,3,1,275,5,5,0,0,0,0,0,0,0,0,7,2007,4,0,114500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775,20,5,110.0,14226,1,0,0,0,0,2,2,0,0,8,5,2006,2006,3,1,14,14,1,2,2,5,2,4,6,0,6,0,1935,1935,1,1,1,0,1973,0,0,1973,0,0,2,0,3,1,1,9,0,1,6,2006.0,3,3,895,5,5,0,315,45,0,0,0,0,0,7,2007,3,5,395000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
776,120,7,32.0,4500,1,0,0,0,0,2,2,3,0,6,5,1998,1998,3,1,14,14,2,2,2,5,2,4,6,866,6,0,338,1204,1,0,1,0,1204,0,0,1204,1,0,2,0,2,1,2,5,0,0,6,1998.0,3,2,412,5,5,0,0,247,0,0,0,0,0,6,2009,-1,0,162000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
778,20,5,100.0,13350,1,1,0,0,0,2,2,0,0,5,5,1974,1974,3,1,6,10,2,2,1,5,2,4,6,762,6,0,102,864,1,2,1,0,894,0,0,894,1,0,1,0,3,1,2,5,0,1,6,1974.0,3,2,440,5,5,0,241,0,0,0,0,0,0,6,2006,-1,0,142500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
779,90,4,60.0,8400,1,0,0,0,0,1,2,-1,0,5,5,1977,1977,1,1,10,10,2,2,3,5,2,4,6,0,6,0,0,0,1,2,1,0,2020,0,0,2020,0,0,2,0,4,2,2,10,0,2,6,1977.0,3,2,630,5,5,0,0,0,0,0,0,0,0,10,2007,-1,0,144000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
780,90,5,78.0,10530,1,0,0,0,0,2,2,-1,6,6,5,1977,1977,1,1,10,7,2,2,1,5,2,4,6,975,6,0,0,975,1,2,1,0,1004,0,0,1004,1,0,1,0,2,1,2,4,0,0,6,1977.0,3,2,504,5,5,0,0,0,0,0,0,0,0,5,2006,-1,0,135000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
781,20,5,63.0,7875,1,0,0,0,0,2,2,0,0,7,5,1995,1996,1,1,6,6,2,2,2,5,1,4,6,0,6,0,1237,1237,1,1,1,0,1253,0,0,1253,0,0,2,0,3,1,2,6,0,1,6,1995.0,3,2,402,5,5,0,220,21,0,0,0,0,0,6,2007,-1,0,176000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,20,5,67.0,16285,1,2,0,0,0,2,2,0,0,7,5,2001,2002,1,1,14,14,1,2,2,5,2,4,6,0,6,0,1413,1413,1,0,1,0,1430,0,0,1430,0,0,2,0,3,1,1,6,0,0,6,2001.0,3,2,605,5,5,0,0,33,0,0,0,0,0,6,2009,-1,0,187100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784,85,5,70.39390756302521,9101,1,1,0,0,0,2,2,0,6,5,6,1978,1978,1,1,10,10,2,1,2,5,2,4,6,1097,6,0,0,1097,1,0,1,0,1110,0,0,1110,1,0,1,0,1,1,1,4,0,1,6,1978.0,3,2,602,5,5,0,303,30,0,0,0,0,0,7,2009,-1,0,165500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
785,75,7,35.0,6300,1,0,0,0,0,2,2,0,5,6,6,1914,2001,1,1,15,-1,2,2,1,5,2,4,6,0,6,0,742,742,1,0,1,0,742,742,0,1484,0,0,2,0,3,1,2,9,0,1,6,1972.5,3,0,0,5,5,0,0,291,134,0,0,0,0,6,2008,-1,0,128000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
786,20,5,70.39390756302521,9790,1,0,0,0,0,1,2,0,0,6,5,1967,1967,1,1,3,15,2,2,1,5,2,4,6,251,6,630,491,1372,1,2,1,0,1342,0,0,1342,0,0,2,0,3,1,2,7,0,1,6,1967.0,3,2,457,5,5,0,0,0,0,0,197,0,0,9,2009,-1,0,161500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
788,60,5,76.0,10142,1,1,0,0,0,2,2,0,3,7,5,2004,2004,1,1,14,14,1,2,2,5,2,4,6,656,6,0,300,956,1,0,1,0,956,1128,0,2084,1,0,2,1,4,1,1,8,0,0,6,2004.0,3,2,618,5,5,0,0,45,0,0,0,0,0,1,2010,-1,0,233000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
789,20,7,50.0,6000,1,0,0,0,0,2,2,0,0,4,7,1954,2000,1,1,8,8,2,2,1,5,2,4,6,0,6,0,901,901,1,0,1,0,901,0,0,901,0,0,1,0,2,1,2,4,0,0,6,1954.0,3,1,281,5,5,0,0,0,0,0,0,0,0,8,2008,-1,0,107900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
790,60,5,70.39390756302521,12205,1,1,3,0,0,2,2,0,3,6,8,1966,2007,1,1,6,6,2,2,1,5,3,4,6,568,6,0,264,832,1,1,1,0,976,1111,0,2087,0,0,2,1,5,1,1,9,0,0,6,1966.0,3,2,444,5,5,0,133,168,0,0,0,0,0,7,2007,-1,0,187500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,120,5,43.0,3182,1,0,0,0,0,2,2,3,0,7,5,2005,2006,1,1,14,14,1,2,2,5,2,4,6,16,6,0,1129,1145,1,0,1,0,1145,0,0,1145,0,0,2,0,2,1,1,5,0,1,6,2005.0,3,2,397,5,5,0,100,16,0,0,0,0,0,9,2009,-1,0,160200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793,60,5,92.0,9920,1,1,0,0,0,2,2,0,3,7,5,1996,1997,1,1,8,8,1,2,2,5,2,4,6,862,6,0,255,1117,1,0,1,0,1127,886,0,2013,1,0,2,1,3,1,2,8,0,1,6,1997.0,3,2,455,5,5,0,180,130,0,0,0,0,0,6,2007,-1,0,269790,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
794,20,5,76.0,9158,1,0,0,0,0,2,2,0,0,8,5,2007,2007,1,1,5,-1,1,2,2,5,2,4,6,0,6,0,1496,1496,1,0,1,0,1496,0,0,1496,0,0,2,0,3,1,1,7,0,0,6,2007.0,3,2,474,5,5,0,168,130,0,0,0,0,0,6,2007,3,5,225000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
795,60,5,70.39390756302521,10832,1,1,0,0,0,2,2,0,3,7,5,1994,1996,1,1,8,8,1,2,2,5,2,4,6,0,6,0,712,712,1,0,1,0,1086,809,0,1895,0,0,2,1,3,1,1,7,0,1,6,1994.0,3,2,409,5,5,0,143,46,0,0,0,0,500,10,2008,-1,0,194500,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,60,5,70.0,8400,1,0,0,0,0,2,2,0,3,6,6,1980,1981,1,1,6,6,2,2,1,5,2,4,6,0,6,0,650,650,1,2,1,0,888,676,0,1564,0,0,2,1,3,1,2,7,0,1,6,1980.0,3,2,476,5,5,0,0,50,0,0,204,0,0,4,2010,-1,0,171000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
798,20,5,57.0,7677,1,0,0,0,0,2,2,0,0,5,5,1953,1953,1,1,14,14,2,2,1,5,2,4,6,570,6,0,203,773,1,1,1,0,773,0,0,773,0,0,1,0,2,1,2,4,0,0,6,1953.0,3,1,240,5,5,0,0,0,0,0,0,0,0,4,2008,-1,1,110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,60,5,104.0,13518,1,0,0,0,0,2,2,0,3,9,5,2008,2009,3,1,14,14,0,2,2,5,2,4,6,0,6,0,1926,1926,1,0,1,0,1966,1174,0,3140,0,0,3,1,4,1,0,11,0,2,6,2009.0,3,3,820,5,5,0,144,78,0,0,0,0,0,7,2009,3,5,485000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
800,50,5,60.0,7200,1,0,0,0,0,1,2,0,1,5,7,1937,1950,1,1,15,15,2,2,0,5,2,4,6,569,6,0,162,731,1,0,1,0,981,787,0,1768,1,0,1,1,3,1,1,7,0,2,6,1939.0,3,1,240,5,5,0,0,0,264,0,0,0,0,6,2007,-1,0,175000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
801,60,5,79.0,12798,1,1,2,0,1,1,2,0,3,6,5,1997,1997,1,1,14,14,2,2,2,5,2,4,6,462,6,0,154,616,1,1,1,0,616,1072,0,1688,1,0,2,1,4,1,1,8,0,0,6,1997.0,3,2,603,5,5,0,403,114,185,0,0,0,400,5,2008,-1,0,200000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,60,5,63.0,8199,1,0,0,0,0,2,2,0,3,7,5,2005,2005,1,1,16,-1,1,2,2,5,2,4,6,648,6,0,80,728,1,0,1,0,728,728,0,1456,1,0,2,1,3,1,1,7,0,1,6,2005.0,3,2,410,5,5,0,36,18,0,0,0,0,0,10,2008,-1,0,189000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804,60,5,107.0,13891,1,0,0,0,0,2,2,0,3,9,5,2008,2009,3,1,14,14,0,2,2,5,2,4,6,0,6,0,1734,1734,1,0,1,0,1734,1088,0,2822,0,0,3,1,4,1,0,12,0,1,6,2009.0,3,3,1020,5,5,0,52,170,0,0,192,0,0,1,2009,3,5,582933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
805,20,5,75.0,9000,1,0,0,0,0,2,2,0,0,5,5,1954,1954,1,1,15,15,2,2,1,5,2,4,6,812,6,0,124,936,1,2,1,0,1128,0,0,1128,0,0,1,0,2,1,2,5,1,0,6,1954.0,3,1,286,5,5,0,0,0,0,0,0,0,0,6,2006,-1,4,118000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,20,5,91.0,12274,1,1,0,0,0,2,2,0,0,7,5,2008,2008,1,1,14,14,1,2,2,5,2,4,6,0,6,0,1417,1417,1,0,1,0,1428,0,0,1428,0,0,2,0,3,1,0,6,0,0,6,2008.0,3,2,554,5,5,0,0,60,0,0,0,0,0,7,2008,3,5,227680,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
808,70,5,144.0,21384,1,0,0,0,0,2,2,0,3,5,6,1923,2004,1,1,15,15,2,2,1,5,2,4,6,1309,6,0,15,1324,1,0,1,0,1072,504,0,1576,2,0,1,1,3,1,1,6,0,1,6,1923.0,3,2,528,5,5,0,0,312,0,0,0,0,0,5,2009,-1,0,223500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809,80,5,85.0,13400,1,0,0,0,0,2,2,0,7,5,5,1966,1966,1,1,14,14,2,2,1,5,2,4,6,516,6,128,380,1024,1,2,1,0,1086,0,0,1086,1,0,1,0,3,1,2,6,0,1,6,1966.0,3,2,484,5,5,0,0,0,0,0,0,0,0,6,2006,-1,0,159950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,75,7,90.0,8100,1,0,0,0,0,2,2,0,5,5,5,1898,1965,3,1,0,0,2,2,2,5,2,4,6,0,6,0,849,849,1,2,0,1,1075,1063,0,2138,0,0,2,0,2,3,2,11,0,0,6,1910.0,3,2,360,5,5,2,40,156,0,0,0,0,0,11,2009,-1,0,106000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
811,20,5,78.0,10140,1,0,0,0,0,2,2,0,0,6,6,1974,1999,3,1,6,6,2,2,1,5,2,4,6,663,6,377,0,1040,1,3,1,0,1309,0,0,1309,1,0,1,1,3,1,1,5,0,1,6,1974.0,3,2,484,5,5,0,265,0,0,0,0,648,0,1,2006,-1,0,181000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
