Emp #,Designation,Experience,Salary,AggrBehavScore,ActivityScore,LinesOfCode,Qualification,Degree,YearsOfStudy,EducationalInstitute,Gender,Empl_Band
e74,Sr.Dev,5.6,34818,2.3566995377048574,15,2151,PostGrad,Mtech,18.0,unv,M,B
e75,Sr.Dev,7.1,60027,7.4594157850939125,9,7879,Grad,Btech,16.0,cunv,M,B
e76,Sr.Dev,6.7,37621,2.247016106499176,14,3510,Grad,Btech,16.0,,M,B
e77,Sr.Dev,8.2,80670,4.760813903575216,14,4964,Grad,Btech,21.0,unv,M,B
e78,Sr.Dev,10.3,34845,3.6343359959239754,10,2463,Grad,Btech,16.0,cunv,M,B
e79,Sr.Dev,7.1,35301,6.583297268480299,4,3080,Grad,Btech,16.0,,M,B
e80,Sr.Dev,8.4,47735,4.626938658920551,2,6887,Grad,Btech,16.0,unv,M,B
e81,Sr.Dev,6.3,34392,3.5235675530671315,6,3406,Grad,Btech,16.0,cunv,F,B
e82,Sr.Dev,5.0,31409,3.6077462595197396,9,5602,Grad,Btech,16.0,,F,B
e83,Sr.Dev,5.6,39030,3.298011876837034,11,6741,PostGrad,Mtech,18.0,unv,F,B
e84,Sr.Dev,8.0,33042,4.179610306086866,0,2418,PostGrad,IntMsc,21.0,cunv,F,B
e1,Director,17.0,83364,0.3494204442458622,1,1749,Grad,,15.0,clg,M,A
e2,Jr.Dev,6.0,25068,6.266498854080812,17,6697,Grad,Btech,16.0,clg,F,C
e3,Sr.Dev,6.0,34261,3.3119033995288607,8,3733,PostGrad,Msc,17.0,unv,M,B
e4,Jr.Dev,4.0,22204,9.50035550008548,26,10768,,Mtech,18.0,,F,C
e5,Sr.Dev,4.0,37383,3.004243791001749,12,3198,,Btech,16.0,,F,B
e6,Sr.Dev,9.5,37596,2.0875648867996475,9,4046,,,15.0,unv,M,B
e7,Sr.Dev,4.3,33416,3.7184629116679337,10,4685,PostGrad,IntMsc,,cunv,F,B
e8,Director,18.0,87149,0.414988925647988,1,1799,,,,,M,A
e9,Manager,10.0,64219,1.1609828000451206,7,2642,,,18.0,iit,F,B
e10,Sr.Analyst,12.5,52447,2.0241044174035263,4,2461,Grad,B.A,15.0,,M,A
e11,Sr.Analyst,8.5,55862,1.3160610288251116,5,1676,Phd,,22.0,,M,A
e12,Sr.Manager,12.0,74902,0.9230530418006438,6,674,,Msc,27.0,iit,F,A
e13,Analyst,9.0,42601,2.130985464363466,5,2061,PostGrad,Mba,19.0,clg,M,C
e14,Analyst,7.300000000000001,42514,1.9802523490925905,5,1427,,,,,F,C
e15,Analyst,8.1,44061,1.784307984609068,8,3253,Grad,Bsc,15.0,iit,F,C
e16,Manager,10.2,62109,1.2245506408854026,5,1299,Grad,Btech,16.0,clg,M,B
e17,Manager,11.8,68079,1.817612561190257,3,2571,Grad,,,,M,B
e18,Sr.Manager,15.0,80857,1.446809261286853,4,1852,,,15.0,,M,A
e19,Sr.Analyst,6.5,55030,1.7239237906493494,9,1842,,,16.0,,M,A
e20,Sr.Analyst,9.7,55200,1.3770978682909116,8,1362,,,,,F,A
e21,Sr.Analyst,10.1,60208,1.5290482071456448,4,2654,,,,,M,A
e22,Sr.Analyst,8.0,48718,2.1608652614857995,6,1624,postdoc,,,,F,A
e23,Analyst,7.2,44696,2.726987994681849,5,2112,,,15.0,,M,C
e24,Analyst,7.5,50535,1.6837726352675295,5,2960,,,15.0,,M,C
e25,Analyst,10.7,42206,1.6857653797684131,7,2017,,,15.0,,M,C
e26,Manager,11.0,62887,1.498462837047267,7,2059,,,17.0,,M,B
e27,Manager,10.2,66944,1.174461780704982,6,1670,,,17.0,,M,B
e28,Manager,12.5,69819,0.9266078346730756,5,2216,,,,,F,B
e29,Sr.Analyst,15.0,79935,0.8619657074213796,3,2049,,,17.0,,F,A
e30,Sr.Manager,14.2,71082,0.6797962636206071,3,1739,,,19.0,,F,A
e31,Sr.Analyst,12.2,49592,1.374709671631924,4,2006,,,29.0,,M,A
e32,Sr.Analyst,8.9,54177,1.2375153623757777,4,2985,,,35.0,,F,A
e33,Director,16.0,97641,1.267938831605111,7,5693,postdoc,,23.0,clg,M,A
e34,Sr.Analyst,10.0,48022,2.890151714197495,6,123,PostGrad,Mtech,18.0,,M,A
e35,Sr.Analyst,8.2,60866,2.5169158374894733,6,808,PostGrad,Mtech,18.0,,M,A
e36,Sr.Analyst,13.0,68518,1.2505594260698738,8,4512,PostGrad,Mtech,18.0,,M,A
e37,Sr.Analyst,14.0,68756,3.495210432987621,2,1943,PostGrad,Mtech,18.0,,F,A
e38,Director,19.0,94159,2.164201809459386,7,8958,PostGrad,Mtech,18.0,iit,F,A
e39,Jr.Dev,4.0,29509,5.712753476892209,12,3671,Grad,Btech,16.0,clg,M,C
e40,Jr.Dev,2.4,23351,9.05049788816431,14,5056,Grad,Btech,15.0,unv,M,C
e41,Jr.Dev,3.3,27354,3.3932164384913968,18,6402,Grad,Btech,15.0,cunv,F,C
e42,Jr.Dev,7.7,33678,6.288657858582828,18,9195,PostGrad,Mtech,18.0,iit,F,C
e43,Jr.Dev,2.9,24911,8.019208570090855,17,5505,Grad,Btech,16.0,clg,F,C
e44,Jr.Dev,3.4,18729,3.760383353108595,25,1486,Grad,Btech,16.0,unv,F,C
e45,Jr.Dev,3.0999999999999996,22614,6.872007647505699,2,313,Grad,Btech,16.0,cunv,M,C
e46,Jr.Dev,5.0,37239,4.881749735457239,7,10047,PostGrad,Mtech,18.0,iit,M,C
e47,Jr.Dev,5.2,28580,4.427352450545685,17,1403,Grad,Btech,16.0,clg,F,C
e48,Jr.Dev,1.2,15491,9.412017582282878,18,578,Grad,Btech,16.0,unv,M,C
e49,Jr.Dev,3.6,22406,3.865446568088309,12,7551,Grad,Btech,16.0,cunv,F,C
e50,Jr.Dev,1.2000000000000002,23095,7.480743069650927,21,286,PostGrad,Mtech,18.0,iit,M,C
e51,Jr.Dev,6.3,25212,2.0381804494606683,10,2572,Grad,Btech,16.0,clg,M,C
e52,Jr.Dev,4.7,22176,9.839206970527849,11,1237,Grad,Btech,16.0,unv,M,C
e53,Jr.Dev,6.2,25969,4.115580791212124,22,2092,Grad,Btech,16.0,cunv,M,C
e54,Jr.Dev,4.5,27299,2.3161767144088534,17,6491,Grad,Btech,16.0,iit,M,C
e55,Sr.Dev,7.0,42889,6.306704830785971,13,11145,Grad,Btech,16.0,,F,B
e56,Sr.Dev,10.0,33480,3.6249636750165273,2,3808,Grad,Btech,16.0,unv,F,B
e57,Sr.Dev,7.5,37394,1.8488764526228878,14,4715,Grad,Btech,16.0,cunv,F,B
e58,Sr.Dev,8.8,43737,6.8183992112156,3,10554,Grad,Btech,16.0,,F,B
e59,Sr.Dev,7.0,33183,2.6456485758841106,2,7890,PostGrad,Mtech,21.0,unv,F,B
e60,Sr.Dev,7.7,34677,4.965256388289743,9,566,PostGrad,Msc,17.0,cunv,F,B
e61,Sr.Dev,8.5,34606,7.457926490009874,12,4588,PostGrad,Msc,17.0,,F,B
e62,Sr.Dev,5.3,42264,3.793847491204491,11,5685,PostGrad,Mtech,18.0,unv,F,B
e63,Sr.Dev,6.1,34817,3.027170196407039,16,7322,PostGrad,Msc,21.0,cunv,F,B
e64,Sr.Dev,8.0,47387,5.226980767624128,15,4906,Grad,Btech,16.0,,F,B
e65,Sr.Dev,7.0,49483,7.3339823682748255,5,8154,Grad,Btech,16.0,unv,M,B
e66,Sr.Dev,7.3,39129,2.233917500965246,7,6360,Grad,Btech,17.0,cunv,M,B
e67,Sr.Dev,4.9,32668,4.182914047436019,8,6542,Grad,Btech,16.0,,M,B
e68,Sr.Dev,5.9,37657,3.207529874156387,9,4588,Grad,Btech,16.0,unv,M,B
e69,Sr.Dev,6.4,34852,4.74533958342755,11,4044,Grad,Btech,16.0,cunv,M,B
e70,Sr.Dev,5.9,36000,2.8122139546327105,11,4085,Grad,Btech,16.0,,M,B
e71,Sr.Dev,5.2,89456,6.394147172134267,9,4009,Grad,Btech,15.0,unv,M,B
e72,Sr.Dev,7.6,79116,6.1076380767133145,7,10648,PostGrad,Msc,18.0,cunv,M,B
e73,Sr.Dev,6.7,39861,3.9124020761506517,15,6136,PostGrad,Btech,16.0,,M,B
e74,Sr.Dev,7.6,38578,3.1735766003767063,13,2702,PostGrad,Mtech,18.0,unv,M,B
e75,Sr.Dev,8.1,60812,7.159837317697384,9,8324,Grad,Btech,16.0,cunv,M,B
e76,Sr.Dev,9.7,33725,2.547213648802409,15,3446,Grad,Btech,16.0,,M,B
e77,Sr.Dev,6.2,76823,4.480929600726374,11,5254,Grad,Btech,21.0,unv,M,B
e78,Sr.Dev,9.3,34497,3.144778967788689,9,2820,Grad,Btech,16.0,cunv,M,B
e79,Sr.Dev,7.1,38257,6.105427382659389,1,3244,Grad,Btech,16.0,,M,B
e80,Sr.Dev,5.4,44222,5.011841768287277,2,6628,Grad,Btech,16.0,unv,M,B
e81,Sr.Dev,4.3,33155,4.094060385940512,7,4824,Grad,Btech,16.0,cunv,F,B
e82,Sr.Dev,5.0,35546,3.167653331943451,10,4687,Grad,Btech,16.0,,F,B
e83,Sr.Dev,5.6,41996,3.2995849145455245,12,8045,PostGrad,Mtech,18.0,unv,F,B
e84,Sr.Dev,7.0,32698,4.3877199359670405,1,1473,PostGrad,IntMsc,21.0,cunv,F,B
e1,Director,15.0,87536,1.0896360201312434,2,1010,Grad,,15.0,clg,M,A
e2,Jr.Dev,4.0,27979,5.957268248462534,17,7156,Grad,Btech,16.0,clg,F,C
e3,Sr.Dev,7.0,36645,3.011953444140334,6,3734,PostGrad,Msc,17.0,unv,M,B
e4,Jr.Dev,5.0,20601,9.514115451141294,26,9907,,Mtech,18.0,,F,C
e5,Sr.Dev,7.0,37817,3.710395279794801,9,3262,,Btech,16.0,,F,B
e6,Sr.Dev,9.5,34201,2.4196692496813976,8,2646,,,15.0,unv,M,B
e7,Sr.Dev,4.3,29308,2.9735868065878144,7,3297,PostGrad,IntMsc,,cunv,F,B
e8,Director,20.0,90182,0.6045091072909483,2,828,,,,,M,A
e9,Manager,9.0,65643,1.0915769089624714,4,2636,,,18.0,iit,F,B
e10,Sr.Analyst,10.5,52798,1.2708508433549701,4,2440,Grad,B.A,15.0,,M,A
e11,Sr.Analyst,8.5,54880,1.2349328291242199,5,2738,Phd,,22.0,,M,A
e12,Sr.Manager,13.0,72815,1.133383442937475,6,2378,,Msc,27.0,iit,F,A
e13,Analyst,9.0,45607,1.5007277935931804,6,3007,PostGrad,Mba,19.0,clg,M,C
e14,Analyst,11.3,41676,1.7631219636379711,8,2244,,,,,F,C
e15,Analyst,11.1,43076,1.9801396570994223,4,2818,Grad,Bsc,15.0,iit,F,C
e16,Manager,12.2,64977,1.106693373304147,6,2424,Grad,Btech,16.0,clg,M,B
e17,Manager,8.8,66095,1.1146329719573913,5,1208,Grad,,,,M,B
e18,Sr.Manager,14.0,79411,0.6493708536041183,5,1669,,,15.0,,M,A
e19,Sr.Analyst,9.5,55345,2.461734629511034,7,2275,,,16.0,,M,A
e20,Sr.Analyst,8.7,59505,1.6966810008003423,6,2899,,,,,F,A
e21,Sr.Analyst,9.1,60748,1.9119693906642594,4,3069,,,,,M,A
e22,Sr.Analyst,9.0,51230,1.7646822735915078,6,3428,postdoc,,,,F,A
e23,Analyst,9.2,41460,2.1926930516934435,5,3161,,,15.0,,M,C
e24,Analyst,9.5,46295,2.1921418662752252,6,1793,,,15.0,,M,C
e25,Analyst,10.7,38858,1.8184843388400287,6,1727,,,15.0,,M,C
e26,Manager,11.0,61636,1.100863635446554,5,2389,,,17.0,,M,B
e27,Manager,14.2,67443,1.7874293374087173,4,1172,,,17.0,,M,B
e28,Manager,11.5,67642,1.8997364748211685,6,2651,,,,,F,B
e29,Sr.Analyst,13.0,76319,1.398401402894835,4,2441,,,17.0,,F,A
e30,Sr.Manager,14.2,71620,1.3399644238456268,3,1702,,,19.0,,F,A
e31,Sr.Analyst,11.2,50236,1.0587399866800682,4,1961,,,29.0,,M,A
e32,Sr.Analyst,12.9,52155,1.9054547517603657,5,2351,,,35.0,,F,A
e33,Director,12.0,101264,1.3909812431531985,8,4119,postdoc,,23.0,clg,M,A
e34,Sr.Analyst,11.0,50569,2.110923590312226,4,-284,PostGrad,Mtech,18.0,,M,A
e35,Sr.Analyst,8.2,60672,2.9142928467568536,6,765,PostGrad,Mtech,18.0,,M,A
e36,Sr.Analyst,13.0,70208,1.5526401242312309,6,3119,PostGrad,Mtech,18.0,,M,A
e37,Sr.Analyst,14.0,68248,3.3293810611636667,2,1570,PostGrad,Mtech,18.0,,F,A
e38,Director,17.0,96490,1.2620221303161805,3,8157,PostGrad,Mtech,18.0,iit,F,A
e39,Jr.Dev,7.0,30113,5.590587134053759,12,4120,Grad,Btech,16.0,clg,M,C
e40,Jr.Dev,3.4,23428,9.966077836725125,14,5354,Grad,Btech,15.0,unv,M,C
e41,Jr.Dev,1.2999999999999998,26079,3.7221956800453673,19,6979,Grad,Btech,15.0,cunv,F,C
e42,Jr.Dev,3.7,33951,6.335075845083411,18,8615,PostGrad,Mtech,18.0,iit,F,C
e43,Jr.Dev,6.9,22350,8.390662115421106,17,4826,Grad,Btech,16.0,clg,F,C
e44,Jr.Dev,1.4,23961,3.732419385116544,25,1835,Grad,Btech,16.0,unv,F,C
e45,Jr.Dev,7.1,23438,6.696429723482596,2,354,Grad,Btech,16.0,cunv,M,C
e46,Jr.Dev,9.0,33778,4.945880659069979,7,10805,PostGrad,Mtech,18.0,iit,M,C
e47,Jr.Dev,4.2,28256,3.9717507423444047,16,2320,Grad,Btech,16.0,clg,F,C
e48,Jr.Dev,2.2,16418,9.177250253926735,20,615,Grad,Btech,16.0,unv,M,C
e49,Jr.Dev,3.6,25708,4.152546289927473,9,8103,Grad,Btech,16.0,cunv,F,C
e50,Jr.Dev,2.2,21011,7.181289327796845,22,262,PostGrad,Mtech,18.0,iit,M,C
e51,Jr.Dev,7.3,24540,2.066051476718677,9,2360,Grad,Btech,16.0,clg,M,C
e52,Jr.Dev,6.7,21386,9.696582563869665,12,840,Grad,Btech,16.0,unv,M,C
e53,Jr.Dev,4.2,23043,4.42335164011536,24,2501,Grad,Btech,16.0,cunv,M,C
e54,Jr.Dev,7.5,26250,2.3819337307596236,14,5218,Grad,Btech,16.0,iit,M,C
e55,Sr.Dev,6.0,38465,6.198262861760568,15,12659,Grad,Btech,16.0,,F,B
e56,Sr.Dev,8.0,33305,3.504969243248136,2,4687,Grad,Btech,16.0,unv,F,B
e57,Sr.Dev,9.5,34120,1.4498448396718417,14,4161,Grad,Btech,16.0,cunv,F,B
e58,Sr.Dev,10.8,45129,7.203186491378076,3,9802,Grad,Btech,16.0,,F,B
e59,Sr.Dev,7.0,30096,2.902342872078878,4,8522,PostGrad,Mtech,21.0,unv,F,B
e60,Sr.Dev,5.7,32604,5.021067975317292,9,2068,PostGrad,Msc,17.0,cunv,F,B
e61,Sr.Dev,7.5,30924,7.721296170402771,9,4373,PostGrad,Msc,17.0,,F,B
e62,Sr.Dev,8.3,41180,3.713491106032593,11,4297,PostGrad,Mtech,18.0,unv,F,B
e63,Sr.Dev,4.1,29460,3.2640220651744656,12,6871,PostGrad,Msc,21.0,cunv,F,B
e64,Sr.Dev,5.0,45151,5.515328127352662,17,4306,Grad,Btech,16.0,,F,B
e65,Sr.Dev,5.0,49199,6.576062541385482,7,7988,Grad,Btech,16.0,unv,M,B
e66,Sr.Dev,10.3,41539,1.4634189973819773,8,6104,Grad,Btech,17.0,cunv,M,B
e67,Sr.Dev,7.9,35023,3.788976453681821,7,7468,Grad,Btech,16.0,,M,B
e68,Sr.Dev,8.9,35306,3.6485652008584735,12,5775,Grad,Btech,16.0,unv,M,B
e69,Sr.Dev,6.4,34306,4.692075815545469,10,3885,Grad,Btech,16.0,cunv,M,B
e70,Sr.Dev,7.9,39063,2.5649664717200658,10,4807,Grad,Btech,16.0,,M,B
e71,Sr.Dev,6.2,87579,6.738779385081847,6,5172,Grad,Btech,15.0,unv,M,B
e72,Sr.Dev,5.6,77871,6.326630391956261,10,10032,PostGrad,Msc,18.0,cunv,M,B
e73,Sr.Dev,9.7,36823,3.290602437490425,12,6160,PostGrad,Btech,16.0,,M,B
e74,Sr.Dev,8.6,37731,2.8656891867440155,17,3048,PostGrad,Mtech,18.0,unv,M,B
e75,Sr.Dev,6.1,60685,7.2100055870201,8,9670,Grad,Btech,16.0,cunv,M,B
e76,Sr.Dev,9.7,35889,2.78257328018366,13,2953,Grad,Btech,16.0,,M,B
e77,Sr.Dev,9.2,78678,4.171764879527029,13,4751,Grad,Btech,21.0,unv,M,B
e78,Sr.Dev,6.3,36681,3.2494499849178937,9,1283,Grad,Btech,16.0,cunv,M,B
e79,Sr.Dev,5.1,35569,6.614152113389882,3,4361,Grad,Btech,16.0,,M,B
e80,Sr.Dev,6.4,45075,5.11463860531713,2,7580,Grad,Btech,16.0,unv,M,B
e81,Sr.Dev,6.3,36174,3.730043111940529,5,4634,Grad,Btech,16.0,cunv,F,B
e82,Sr.Dev,6.0,31942,3.888336806734893,11,4340,Grad,Btech,16.0,,F,B
e83,Sr.Dev,8.6,43000,3.3917670283989283,11,7325,PostGrad,Mtech,18.0,unv,F,B
e84,Sr.Dev,8.0,31094,3.8818553515625016,4,2520,PostGrad,IntMsc,21.0,cunv,F,B
e1,Director,16.0,87751,1.0994069270762603,3,946,Grad,,15.0,clg,M,A
e2,Jr.Dev,5.0,26289,6.58529632462868,18,6089,Grad,Btech,16.0,clg,F,C
e3,Sr.Dev,9.0,37777,2.657811218797795,9,3552,PostGrad,Msc,17.0,unv,M,B
e4,Jr.Dev,4.0,17722,9.980415279151597,25,10824,,Mtech,18.0,,F,C
e5,Sr.Dev,7.0,39252,3.9956228810595804,12,3002,,Btech,16.0,,F,B
e6,Sr.Dev,5.5,36455,2.2217032758189337,7,2373,,,15.0,unv,M,B
e7,Sr.Dev,8.3,32070,3.7320411121496035,9,3654,PostGrad,IntMsc,,cunv,F,B
e8,Director,17.0,89164,0.39149482183039636,5,1645,,,,,M,A
e9,Manager,9.0,60484,1.3377717006591816,4,2296,,,18.0,iit,F,B
e10,Sr.Analyst,9.5,49133,1.8543266499634328,3,2487,Grad,B.A,15.0,,M,A
e11,Sr.Analyst,11.5,51457,1.18178696770768,4,2592,Phd,,22.0,,M,A
e12,Sr.Manager,12.0,75525,1.3662840214371936,6,2331,,Msc,27.0,iit,F,A
e13,Analyst,11.0,45055,1.7929609097830204,6,3384,PostGrad,Mba,19.0,clg,M,C
e14,Analyst,10.3,42797,1.6499980320692151,4,1722,,,,,F,C
e15,Analyst,11.1,48526,2.280755686984259,8,2312,Grad,Bsc,15.0,iit,F,C
e16,Manager,13.2,64182,1.3509021071797926,3,2103,Grad,Btech,16.0,clg,M,B
e17,Manager,11.8,68618,1.1192099201645653,4,1436,Grad,,,,M,B
e18,Sr.Manager,12.0,77853,0.9246222420779973,4,991,,,15.0,,M,A
e19,Sr.Analyst,9.5,54585,2.327986488284742,6,2689,,,16.0,,M,A
e20,Sr.Analyst,7.699999999999999,57557,1.748403584990608,8,2153,,,,,F,A
e21,Sr.Analyst,9.1,58846,1.9910920426861645,5,2637,,,,,M,A
e22,Sr.Analyst,8.0,49996,2.4974421253483414,4,3265,postdoc,,,,F,A
e23,Analyst,9.2,43478,1.8342617140337738,7,3511,,,15.0,,M,C
e24,Analyst,10.5,45958,2.4315342756180325,9,3403,,,15.0,,M,C
e25,Analyst,10.7,42131,2.357251214394467,7,2531,,,15.0,,M,C
e26,Manager,11.0,66098,1.7236071081096878,6,1522,,,17.0,,M,B
e27,Manager,14.2,69797,1.1460111985026062,2,1847,,,17.0,,M,B
e28,Manager,13.5,71504,1.3626724986511614,3,1215,,,,,F,B
e29,Sr.Analyst,13.0,79049,1.0148673713871912,3,1175,,,17.0,,F,A
e30,Sr.Manager,15.2,71891,0.7959641892198225,2,1953,,,19.0,,F,A
e31,Sr.Analyst,9.2,51669,1.819002675553659,6,2780,,,29.0,,M,A
e32,Sr.Analyst,10.9,52520,1.4874954460027943,4,1566,,,35.0,,F,A
e33,Director,12.0,102302,1.4596441479573858,7,5450,postdoc,,23.0,clg,M,A
e34,Sr.Analyst,9.0,49754,2.485016130069326,2,190,PostGrad,Mtech,18.0,,M,A
e35,Sr.Analyst,8.2,58573,2.8447521398444775,7,2378,PostGrad,Mtech,18.0,,M,A
e36,Sr.Analyst,10.0,67619,1.5713684816306408,6,3077,PostGrad,Mtech,18.0,,M,A
e37,Sr.Analyst,11.0,68836,3.391795799092149,5,2670,PostGrad,Mtech,18.0,,F,A
e38,Director,20.0,97858,1.5352418270191865,6,8510,PostGrad,Mtech,18.0,iit,F,A
e39,Jr.Dev,3.0,31204,5.157524137972855,12,3528,Grad,Btech,16.0,clg,M,C
e40,Jr.Dev,5.4,21372,9.995387937916455,11,5093,Grad,Btech,15.0,unv,M,C
e41,Jr.Dev,1.2999999999999998,24633,3.3422698208410964,19,5556,Grad,Btech,15.0,cunv,F,C
e42,Jr.Dev,5.7,31404,6.933874381945765,21,9099,PostGrad,Mtech,18.0,iit,F,C
e43,Jr.Dev,5.9,20707,8.165462965303744,15,5604,Grad,Btech,16.0,clg,F,C
e44,Jr.Dev,5.4,21019,3.003250869704528,21,3094,Grad,Btech,16.0,unv,F,C
e45,Jr.Dev,5.1,22055,7.09265803997608,4,-620,Grad,Btech,16.0,cunv,M,C
e46,Jr.Dev,9.0,35074,4.360736544930529,6,9743,PostGrad,Mtech,18.0,iit,M,C
e47,Jr.Dev,5.2,28508,4.290401693374516,15,1354,Grad,Btech,16.0,clg,F,C
e48,Jr.Dev,1.2,20124,8.670790004945783,17,756,Grad,Btech,16.0,unv,M,C
e49,Jr.Dev,3.6,25486,3.8622404572985993,11,7902,Grad,Btech,16.0,cunv,F,C
e50,Jr.Dev,5.2,22170,7.49943126053718,22,1501,PostGrad,Mtech,18.0,iit,M,C
e51,Jr.Dev,5.3,25887,2.031161222672902,12,4233,Grad,Btech,16.0,clg,M,C
e52,Jr.Dev,5.7,26301,9.119911003877181,13,2399,Grad,Btech,16.0,unv,M,C
e53,Jr.Dev,5.2,25135,4.029248380420098,24,1506,Grad,Btech,16.0,cunv,M,C
e54,Jr.Dev,3.5,27923,2.2931835781644843,16,4873,Grad,Btech,16.0,iit,M,C
e55,Sr.Dev,5.0,41833,6.345108690823348,15,11203,Grad,Btech,16.0,,F,B
e56,Sr.Dev,9.0,29935,4.073218554623196,6,3585,Grad,Btech,16.0,unv,F,B
e57,Sr.Dev,9.5,39609,2.142992386134555,17,5408,Grad,Btech,16.0,cunv,F,B
e58,Sr.Dev,10.8,42364,7.018962214661728,1,9845,Grad,Btech,16.0,,F,B
e59,Sr.Dev,10.0,30950,2.8920095590109858,5,8940,PostGrad,Mtech,21.0,unv,F,B
e60,Sr.Dev,8.7,32870,4.978343418825961,8,1784,PostGrad,Msc,17.0,cunv,F,B
e61,Sr.Dev,8.5,29960,7.9476783110046325,11,4729,PostGrad,Msc,17.0,,F,B
e62,Sr.Dev,6.3,40227,3.3683513180666678,14,4019,PostGrad,Mtech,18.0,unv,F,B
e63,Sr.Dev,6.1,33361,3.2984248875218847,14,6516,PostGrad,Msc,21.0,cunv,F,B
e64,Sr.Dev,5.0,45886,5.615086200848055,16,4361,Grad,Btech,16.0,,F,B
e65,Sr.Dev,6.0,51915,6.422007159591177,6,9493,Grad,Btech,16.0,unv,M,B
e66,Sr.Dev,6.3,40760,2.2218880908485144,9,4679,Grad,Btech,17.0,cunv,M,B
e67,Sr.Dev,4.9,31475,4.322186350830304,10,6982,Grad,Btech,16.0,,M,B
e68,Sr.Dev,8.9,39121,2.677449323683964,12,6146,Grad,Btech,16.0,unv,M,B
e69,Sr.Dev,9.4,31504,4.673920597258526,10,2526,Grad,Btech,16.0,cunv,M,B
e70,Sr.Dev,3.9000000000000004,34552,2.8864754116478224,12,3837,Grad,Btech,16.0,,M,B
e71,Sr.Dev,9.2,89037,7.316090874818181,7,4180,Grad,Btech,15.0,unv,M,B
e72,Sr.Dev,7.6,77003,6.619293098477007,8,9177,PostGrad,Msc,18.0,cunv,M,B
e73,Sr.Dev,10.7,41382,3.352251751163425,16,6436,PostGrad,Btech,16.0,,M,B
e74,Sr.Dev,6.6,34669,3.2183735725456457,15,3642,PostGrad,Mtech,18.0,unv,M,B
e75,Sr.Dev,7.1,60947,6.758623306902269,11,9546,Grad,Btech,16.0,cunv,M,B
e76,Sr.Dev,7.7,33258,2.388923673146422,11,4074,Grad,Btech,16.0,,M,B
e77,Sr.Dev,8.2,79084,4.256953871018048,14,4199,Grad,Btech,21.0,unv,M,B
e78,Sr.Dev,8.3,34280,3.5368001926624415,13,2071,Grad,Btech,16.0,cunv,M,B
e79,Sr.Dev,8.1,36571,6.92945119045891,2,4295,Grad,Btech,16.0,,M,B
e80,Sr.Dev,5.4,47092,4.580949775631149,4,6577,Grad,Btech,16.0,unv,M,B
e81,Sr.Dev,8.3,36858,3.9209193784221297,8,4863,Grad,Btech,16.0,cunv,F,B
e82,Sr.Dev,7.0,33685,3.8127270276721617,7,4433,Grad,Btech,16.0,,F,B
e83,Sr.Dev,6.6,42164,3.278520623407119,10,8409,PostGrad,Mtech,18.0,unv,F,B
e84,Sr.Dev,7.0,36311,3.5316596293283578,4,1625,PostGrad,IntMsc,21.0,cunv,F,B
e1,Director,18.0,87199,0.9038360318048859,5,2020,Grad,,15.0,clg,M,A
e2,Jr.Dev,4.0,26106,6.270358176823371,16,6949,Grad,Btech,16.0,clg,F,C
e3,Sr.Dev,9.0,38224,3.237260557113371,8,2477,PostGrad,Msc,17.0,unv,M,B
e4,Jr.Dev,2.0,19347,9.543802456200968,24,9063,,Mtech,18.0,,F,C
e5,Sr.Dev,7.0,34897,3.140861322145917,8,3469,,Btech,16.0,,F,B
e6,Sr.Dev,6.5,35888,2.0968045389673478,9,2885,,,15.0,unv,M,B
e7,Sr.Dev,6.3,30294,3.2437680119587977,8,4307,PostGrad,IntMsc,,cunv,F,B
e8,Director,18.0,86793,1.0195814371647907,1,1923,,,,,M,A
e9,Manager,13.0,62800,1.4212599349443575,4,2242,,,18.0,iit,F,B
e10,Sr.Analyst,8.5,49872,2.0985823532871617,6,2979,Grad,B.A,15.0,,M,A
e11,Sr.Analyst,11.5,54618,1.516170275653613,7,2150,Phd,,22.0,,M,A
e12,Sr.Manager,14.0,73696,1.1124083155268918,3,1295,,Msc,27.0,iit,F,A
e13,Analyst,7.0,44324,1.6803238008208128,5,2557,PostGrad,Mba,19.0,clg,M,C
e14,Analyst,7.300000000000001,40771,1.5949627569021838,6,1530,,,,,F,C
e15,Analyst,7.1,48008,1.7812080438013562,8,2927,Grad,Bsc,15.0,iit,F,C
e16,Manager,12.2,64034,1.6553685558340163,5,1605,Grad,Btech,16.0,clg,M,B
e17,Manager,8.8,67645,1.4271563805196916,5,1558,Grad,,,,M,B
e18,Sr.Manager,12.0,80768,0.6330528047064987,6,819,,,15.0,,M,A
e19,Sr.Analyst,9.5,51262,2.499872856101622,5,3379,,,16.0,,M,A
e20,Sr.Analyst,8.7,55614,2.063529683565779,8,1859,,,,,F,A
e21,Sr.Analyst,7.1,58609,2.254005244729985,6,1654,,,,,M,A
e22,Sr.Analyst,11.0,52066,2.1974424794647076,6,3093,postdoc,,,,F,A
e23,Analyst,9.2,40036,2.012814967882658,9,2001,,,15.0,,M,C
e24,Analyst,7.5,47424,2.1966933245003553,5,1672,,,15.0,,M,C
e25,Analyst,7.7,43174,1.7848100818861723,7,2196,,,15.0,,M,C
e26,Manager,13.0,66005,1.214996718875541,4,1547,,,17.0,,M,B
e27,Manager,11.2,64681,1.4407968141727903,2,1492,,,17.0,,M,B
e28,Manager,12.5,71284,1.6501161838227896,4,1954,,,,,F,B
